time iter num.topics num.tables likelihood gamma alpha split merge trial
 3553.00 00585 0055 158409 -4000235.48407 1.00000 1.00000 0 0 0
 3559.00 00586 0055 158354 -4000387.06620 1.00000 1.00000 0 0 0
 3565.00 00587 0056 158723 -4000507.54242 1.00000 1.00000 0 0 0
 3571.00 00588 0055 158616 -3999380.81206 1.00000 1.00000 0 0 0
 3577.00 00589 0055 158508 -4000077.69363 1.00000 1.00000 0 0 0
 3583.00 00590 0055 158542 -3998316.69578 1.00000 1.00000 0 0 0
 3589.00 00591 0056 158548 -3999644.16535 1.00000 1.00000 0 0 0
 3595.00 00592 0058 158400 -3996883.03002 1.00000 1.00000 0 0 0
 3601.00 00593 0056 158411 -3998456.03955 1.00000 1.00000 0 0 0
 3607.00 00594 0057 158021 -3997018.94817 1.00000 1.00000 0 0 0
 3614.00 00595 0056 158144 -3997534.59764 1.00000 1.00000 0 0 0
 3620.00 00596 0057 158045 -3995745.90288 1.00000 1.00000 0 0 0
 3626.00 00597 0056 158041 -3995343.42133 1.00000 1.00000 0 0 0
 3632.00 00598 0056 158174 -3996750.11803 1.00000 1.00000 0 0 0
 3638.00 00599 0055 157974 -3996566.23302 1.00000 1.00000 0 0 0
 3644.00 00600 0055 157942 -3995521.67487 1.00000 1.00000 0 0 0
 3650.00 00601 0056 157952 -3997662.44769 1.00000 1.00000 0 0 0
 3656.00 00602 0055 157969 -3996766.94426 1.00000 1.00000 0 0 0
 3662.00 00603 0055 157853 -3996576.63970 1.00000 1.00000 0 0 0
 3668.00 00604 0056 158019 -3998433.94990 1.00000 1.00000 0 0 0
 3674.00 00605 0057 158372 -3997773.53587 1.00000 1.00000 0 0 0
 3680.00 00606 0056 158290 -3997302.63814 1.00000 1.00000 0 0 0
 3686.00 00607 0055 158007 -3994756.78984 1.00000 1.00000 0 0 0
 3692.00 00608 0055 158231 -3995879.41838 1.00000 1.00000 0 0 0
 3698.00 00609 0055 158380 -3998299.36428 1.00000 1.00000 0 0 0
 3704.00 00610 0055 158248 -3998331.21310 1.00000 1.00000 0 0 0
 3710.00 00611 0055 157926 -3996346.14081 1.00000 1.00000 0 0 0
 3716.00 00612 0056 158314 -3999174.61296 1.00000 1.00000 0 0 0
 3722.00 00613 0055 158210 -3999037.90682 1.00000 1.00000 0 0 0
 3728.00 00614 0055 158418 -4001546.58688 1.00000 1.00000 0 0 0
 3734.00 00615 0055 158128 -4001155.59930 1.00000 1.00000 0 0 0
 3740.00 00616 0056 158380 -4002063.06260 1.00000 1.00000 0 0 0
 3746.00 00617 0056 158050 -3999071.54497 1.00000 1.00000 0 0 0
 3752.00 00618 0055 158078 -3998640.14249 1.00000 1.00000 0 0 0
 3758.00 00619 0055 158352 -4000060.31888 1.00000 1.00000 0 0 0
 3764.00 00620 0055 158406 -4001362.07947 1.00000 1.00000 0 0 0
 3770.00 00621 0058 158333 -4000594.62014 1.00000 1.00000 0 0 0
 3777.00 00622 0056 158095 -3999874.39682 1.00000 1.00000 0 0 0
 3783.00 00623 0055 158221 -3998437.96218 1.00000 1.00000 0 0 0
 3789.00 00624 0056 158408 -3999639.27702 1.00000 1.00000 0 0 0
 3795.00 00625 0055 158240 -3999940.57299 1.00000 1.00000 0 0 0
 3801.00 00626 0055 158313 -4000352.15843 1.00000 1.00000 0 0 0
 3807.00 00627 0055 158596 -4002039.13548 1.00000 1.00000 0 0 0
 3813.00 00628 0056 158181 -4000896.32408 1.00000 1.00000 0 0 0
 3819.00 00629 0056 158055 -3998922.88141 1.00000 1.00000 0 0 0
 3825.00 00630 0055 158154 -3999434.09403 1.00000 1.00000 0 0 0
 3831.00 00631 0056 157921 -3998086.64650 1.00000 1.00000 0 0 0
 3837.00 00632 0055 158213 -4000830.76065 1.00000 1.00000 0 0 0
 3843.00 00633 0055 158265 -3999851.97504 1.00000 1.00000 0 0 0
 3849.00 00634 0055 158260 -3999906.73675 1.00000 1.00000 0 0 0
 3855.00 00635 0056 158137 -3999550.21665 1.00000 1.00000 0 0 0
 3861.00 00636 0056 158137 -3999727.84135 1.00000 1.00000 0 0 0
 3867.00 00637 0056 158514 -4002599.49367 1.00000 1.00000 0 0 0
 3873.00 00638 0056 158013 -3999096.92085 1.00000 1.00000 0 0 0
 3879.00 00639 0057 158519 -4000857.65051 1.00000 1.00000 0 0 0
 3885.00 00640 0057 158407 -4000985.97113 1.00000 1.00000 0 0 0
 3891.00 00641 0055 158336 -4000032.38487 1.00000 1.00000 0 0 0
 3897.00 00642 0055 158103 -3999248.34818 1.00000 1.00000 0 0 0
 3903.00 00643 0055 158162 -3999880.02072 1.00000 1.00000 0 0 0
 3909.00 00644 0056 158016 -3998974.79949 1.00000 1.00000 0 0 0
 3915.00 00645 0056 158087 -3997994.91861 1.00000 1.00000 0 0 0
 3921.00 00646 0055 158017 -3999064.42786 1.00000 1.00000 0 0 0
 3927.00 00647 0055 157966 -3998280.30864 1.00000 1.00000 0 0 0
 3933.00 00648 0055 158091 -3998803.67250 1.00000 1.00000 0 0 0
 3939.00 00649 0055 157827 -3997587.61767 1.00000 1.00000 0 0 0
 3945.00 00650 0056 157971 -3998599.04024 1.00000 1.00000 0 0 0
 3951.00 00651 0055 158156 -4001067.69069 1.00000 1.00000 0 0 0
 3957.00 00652 0055 158456 -4003855.53019 1.00000 1.00000 0 0 0
 3963.00 00653 0056 158381 -4003352.41844 1.00000 1.00000 0 0 0
 3969.00 00654 0056 158331 -4002148.72123 1.00000 1.00000 0 0 0
 3975.00 00655 0055 158630 -4003859.24950 1.00000 1.00000 0 0 0
 3981.00 00656 0055 158657 -4005016.90470 1.00000 1.00000 0 0 0
 3987.00 00657 0055 158643 -4004538.11700 1.00000 1.00000 0 0 0
 3993.00 00658 0055 158356 -4002447.43929 1.00000 1.00000 0 0 0
 3999.00 00659 0056 158472 -4002831.55018 1.00000 1.00000 0 0 0
 4005.00 00660 0055 158546 -4001704.85086 1.00000 1.00000 0 0 0
 4011.00 00661 0056 158296 -4000287.86727 1.00000 1.00000 0 0 0
 4017.00 00662 0056 158082 -4000598.58742 1.00000 1.00000 0 0 0
 4024.00 00663 0058 158453 -4000857.47019 1.00000 1.00000 0 0 0
 4030.00 00664 0055 158395 -4002010.60901 1.00000 1.00000 0 0 0
 4036.00 00665 0055 158494 -4001543.56485 1.00000 1.00000 0 0 0
 4042.00 00666 0055 158559 -4002294.38714 1.00000 1.00000 0 0 0
 4048.00 00667 0055 158392 -4000914.05430 1.00000 1.00000 0 0 0
 4054.00 00668 0055 158208 -4000420.31595 1.00000 1.00000 0 0 0
 4060.00 00669 0055 158275 -3999958.83729 1.00000 1.00000 0 0 0
 4066.00 00670 0056 158327 -4001227.41279 1.00000 1.00000 0 0 0
 4072.00 00671 0056 158352 -4000814.41704 1.00000 1.00000 0 0 0
 4078.00 00672 0055 158458 -4002335.24339 1.00000 1.00000 0 0 0
 4084.00 00673 0055 158210 -3999162.43298 1.00000 1.00000 0 0 0
 4090.00 00674 0055 158218 -4000349.81873 1.00000 1.00000 0 0 0
 4096.00 00675 0057 158394 -4002458.60049 1.00000 1.00000 0 0 0
 4102.00 00676 0057 158169 -4000848.22482 1.00000 1.00000 0 0 0
 4108.00 00677 0055 157956 -3999653.89308 1.00000 1.00000 0 0 0
 4114.00 00678 0056 158256 -4000236.37377 1.00000 1.00000 0 0 0
 4120.00 00679 0055 158356 -4001040.07409 1.00000 1.00000 0 0 0
 4126.00 00680 0057 158407 -4001741.11023 1.00000 1.00000 0 0 0
 4133.00 00681 0056 158199 -4001369.79788 1.00000 1.00000 0 0 0
 4139.00 00682 0055 158335 -4003079.01104 1.00000 1.00000 0 0 0
 4145.00 00683 0055 158207 -4002267.60711 1.00000 1.00000 0 0 0
 4151.00 00684 0055 158289 -4002793.11035 1.00000 1.00000 0 0 0
 4157.00 00685 0055 158177 -4001192.03264 1.00000 1.00000 0 0 0
 4163.00 00686 0055 158922 -4005946.35033 1.00000 1.00000 0 0 0
 4169.00 00687 0055 158482 -4003192.67325 1.00000 1.00000 0 0 0
 4174.00 00688 0055 158395 -4003510.72378 1.00000 1.00000 0 0 0
 4180.00 00689 0056 158615 -4005373.94053 1.00000 1.00000 0 0 0
 4187.00 00690 0055 158533 -4003581.39817 1.00000 1.00000 0 0 0
 4193.00 00691 0056 158176 -4001996.70816 1.00000 1.00000 0 0 0
 4199.00 00692 0057 158101 -3999931.24830 1.00000 1.00000 0 0 0
 4205.00 00693 0055 158292 -4001873.76607 1.00000 1.00000 0 0 0
 4211.00 00694 0057 157987 -4000774.29849 1.00000 1.00000 0 0 0
 4217.00 00695 0056 158393 -4000262.43110 1.00000 1.00000 0 0 0
 4223.00 00696 0055 158223 -3999880.33520 1.00000 1.00000 0 0 0
 4229.00 00697 0055 158055 -3998519.29088 1.00000 1.00000 0 0 0
 4235.00 00698 0056 157975 -3998657.00281 1.00000 1.00000 0 0 0
 4241.00 00699 0057 158293 -4002439.17605 1.00000 1.00000 0 0 0
 4247.00 00700 0056 158144 -4002137.10337 1.00000 1.00000 0 0 0
 4254.00 00701 0055 158280 -4003815.37867 1.00000 1.00000 0 0 0
 4259.00 00702 0057 158410 -4003102.14180 1.00000 1.00000 0 0 0
 4266.00 00703 0057 158521 -4003639.30290 1.00000 1.00000 0 0 0
 4272.00 00704 0056 158508 -4002995.76986 1.00000 1.00000 0 0 0
 4278.00 00705 0056 158354 -4002230.72288 1.00000 1.00000 0 0 0
 4284.00 00706 0056 158382 -4001794.44090 1.00000 1.00000 0 0 0
 4290.00 00707 0056 158408 -4003732.04668 1.00000 1.00000 0 0 0
 4296.00 00708 0057 158352 -4001497.81477 1.00000 1.00000 0 0 0
 4302.00 00709 0056 158042 -3999547.40332 1.00000 1.00000 0 0 0
 4308.00 00710 0055 158083 -3999167.31024 1.00000 1.00000 0 0 0
 4314.00 00711 0056 158049 -4000162.38478 1.00000 1.00000 0 0 0
 4320.00 00712 0056 158039 -4000986.55726 1.00000 1.00000 0 0 0
 4327.00 00713 0055 157952 -4001048.38596 1.00000 1.00000 0 0 0
 4333.00 00714 0057 158072 -4001264.32055 1.00000 1.00000 0 0 0
 4339.00 00715 0057 157993 -3999301.18893 1.00000 1.00000 0 0 0
 4345.00 00716 0057 157885 -4000467.15766 1.00000 1.00000 0 0 0
 4351.00 00717 0058 158219 -4001951.00426 1.00000 1.00000 0 0 0
 4357.00 00718 0056 158220 -4001690.05215 1.00000 1.00000 0 0 0
 4363.00 00719 0056 158066 -4002121.12205 1.00000 1.00000 0 0 0
 4370.00 00720 0056 158071 -4002629.89426 1.00000 1.00000 0 0 0
 4376.00 00721 0056 158168 -4003232.38469 1.00000 1.00000 0 0 0
 4382.00 00722 0055 157769 -4000633.56376 1.00000 1.00000 0 0 0
 4388.00 00723 0057 157755 -4000995.40665 1.00000 1.00000 0 0 0
 4394.00 00724 0056 157863 -4000671.86307 1.00000 1.00000 0 0 0
 4400.00 00725 0055 157920 -4000999.53351 1.00000 1.00000 0 0 0
 4406.00 00726 0056 158032 -3999540.61148 1.00000 1.00000 0 0 0
 4412.00 00727 0056 157845 -3998409.87381 1.00000 1.00000 0 0 0
 4418.00 00728 0055 158132 -4000703.23207 1.00000 1.00000 0 0 0
 4424.00 00729 0055 158280 -4001090.96811 1.00000 1.00000 0 0 0
 4430.00 00730 0055 158137 -4000633.07367 1.00000 1.00000 0 0 0
 4436.00 00731 0055 158167 -3998450.81697 1.00000 1.00000 0 0 0
 4442.00 00732 0055 158556 -4000664.51916 1.00000 1.00000 0 0 0
 4448.00 00733 0055 158677 -4001241.13747 1.00000 1.00000 0 0 0
 4454.00 00734 0055 158603 -4000562.14567 1.00000 1.00000 0 0 0
 4460.00 00735 0055 158689 -4000841.95474 1.00000 1.00000 0 0 0
 4466.00 00736 0056 158686 -3999956.09173 1.00000 1.00000 0 0 0
 4472.00 00737 0057 158593 -3999839.96492 1.00000 1.00000 0 0 0
 4478.00 00738 0056 158784 -4002520.41228 1.00000 1.00000 0 0 0
 4484.00 00739 0055 158298 -3999419.01188 1.00000 1.00000 0 0 0
 4490.00 00740 0055 158181 -4000064.10526 1.00000 1.00000 0 0 0
 4496.00 00741 0055 158483 -4001715.89557 1.00000 1.00000 0 0 0
 4502.00 00742 0055 158246 -4002014.35604 1.00000 1.00000 0 0 0
 4508.00 00743 0055 157902 -3998199.48033 1.00000 1.00000 0 0 0
 4514.00 00744 0055 158075 -3998033.08059 1.00000 1.00000 0 0 0
 4520.00 00745 0055 158072 -3999326.45219 1.00000 1.00000 0 0 0
 4526.00 00746 0055 158107 -3999585.24800 1.00000 1.00000 0 0 0
 4532.00 00747 0056 158197 -3999279.36614 1.00000 1.00000 0 0 0
 4538.00 00748 0057 158487 -3999068.44562 1.00000 1.00000 0 0 0
 4544.00 00749 0057 158409 -3998540.44780 1.00000 1.00000 0 0 0
 4551.00 00750 0058 158157 -3997363.01602 1.00000 1.00000 0 0 0
 4557.00 00751 0057 158313 -3999995.57136 1.00000 1.00000 0 0 0
 4563.00 00752 0055 158433 -3999833.61151 1.00000 1.00000 0 0 0
